Fiscal Year,Military Personnel Class,Unit Zip Code,Accession Total,Prior Service,Non-Prior Service
2018,Enlisted,61801,20,3,17
2018,Enlisted,61820,11,0,11
2018,Enlisted,61834,13,0,13
2018,Enlisted,61938,18,2,16
2018,Enlisted,61944,24,0,24
2018,Enlisted,61951,9,2,7
2018,Enlisted,62056,35,13,22
2018,Enlisted,62205,47,1,46
2018,Enlisted,62269,13,0,13
2018,Enlisted,62286,32,1,31
2018,Enlisted,62301,15,1,14
2018,Enlisted,62401,23,6,17
2018,Enlisted,62439,24,2,22
2018,Enlisted,62521,48,6,42
2018,Enlisted,62618,17,1,16
2018,Enlisted,62702,94,9,85
2018,Enlisted,62864,24,5,19
2018,Enlisted,62896,20,5,15
2018,Enlisted,62959,50,11,39
2018,Enlisted,62966,36,4,32
2018,Enlisted,63020,1,0,1
2018,Enlisted,63028,44,7,37
2018,Enlisted,63044,104,21,83
2018,Enlisted,63077,27,1,26
2018,Enlisted,63109,19,4,15
2018,Enlisted,63125,43,15,28
2018,Enlisted,63383,19,7,12
2018,Enlisted,63401,14,5,9
2018,Enlisted,63501,3,1,2
2018,Enlisted,63552,40,5,35
2018,Enlisted,63640,24,2,22
2018,Enlisted,63645,4,1,3
2018,Enlisted,63703,27,7,20
2018,Enlisted,63755,2,0,2
2018,Enlisted,63775,13,0,13
2018,Enlisted,63801,6,1,5
2018,Enlisted,63841,8,3,5
2018,Enlisted,63857,19,9,10
2018,Enlisted,63873,4,0,4
2018,Enlisted,63901,7,1,6
2018,Enlisted,63935,5,0,5
2018,Enlisted,64052,14,8,6
2018,Enlisted,64067,26,12,14
2018,Enlisted,64085,46,5,41
2018,Enlisted,64093,5,3,2
2018,Enlisted,64129,109,31,78
2018,Enlisted,64402,8,4,4
2018,Enlisted,64468,10,4,6
2018,Enlisted,64506,23,7,16
2018,Enlisted,64601,7,6,1
2018,Enlisted,64683,25,10,15
2018,Enlisted,64701,58,5,53
2018,Enlisted,64735,6,1,5
2018,Enlisted,64759,7,0,7
2018,Enlisted,64772,13,5,8
2018,Enlisted,64804,24,5,19
2018,Enlisted,64831,10,3,7
2018,Enlisted,64836,27,4,23
2018,Enlisted,64850,1,1,0
2018,Enlisted,65101,17,7,10
2018,Enlisted,65109,31,9,22
2018,Enlisted,65202,25,6,19
2018,Enlisted,65233,24,9,15
2018,Enlisted,65251,4,2,2
2018,Enlisted,65265,11,1,10
2018,Enlisted,65270,8,2,6
2018,Enlisted,65301,10,5,5
2018,Enlisted,65305,24,6,18
2018,Enlisted,65340,25,5,20
2018,Enlisted,65401,22,7,15
2018,Enlisted,65473,17,7,10
2018,Enlisted,65536,21,0,21
2018,Enlisted,65605,13,9,4
2018,Enlisted,65708,59,6,53
2018,Enlisted,65723,18,3,15
2018,Enlisted,65775,18,6,12
2018,Enlisted,65802,53,10,43
2018,Enlisted,65803,60,15,45
2018,Enlisted,66027,17,6,11
2018,Enlisted,66044,1,1,0
2018,Enlisted,66061,28,7,21
2018,Enlisted,66067,12,3,9
2018,Enlisted,66071,2,0,2
2018,Enlisted,66102,15,4,11
2018,Enlisted,66219,6,1,5
2018,Enlisted,66436,4,1,3
2018,Enlisted,66441,10,6,4
2018,Enlisted,66442,1,0,1
2018,Enlisted,66502,15,8,7
2018,Enlisted,66508,1,0,1
2018,Enlisted,66611,4,4,0
2018,Enlisted,66619,51,17,34
2018,Enlisted,66749,15,5,10
2018,Enlisted,66762,17,3,14
2018,Enlisted,66801,4,3,1
2018,Enlisted,66901,3,1,2
2018,Enlisted,66967,1,0,1
2018,Enlisted,67010,8,1,7
2018,Enlisted,67114,3,0,3
2018,Enlisted,67124,1,0,1
2018,Enlisted,67217,24,13,11
2018,Enlisted,67219,27,6,21
2018,Enlisted,67337,6,0,6
2018,Enlisted,67401,5,2,3
2018,Enlisted,67410,7,1,6
2018,Enlisted,67432,4,1,3
2018,Enlisted,67501,17,5,12
2018,Enlisted,67530,4,1,3
2018,Enlisted,67601,4,0,4
2018,Enlisted,67654,1,0,1
2018,Enlisted,67701,2,0,2
2018,Enlisted,67801,3,0,3
2018,Enlisted,67846,5,1,4
2018,Enlisted,67901,1,0,1
2018,Enlisted,68003,1,1,0
2018,Enlisted,68066,9,4,5
2018,Enlisted,68073,37,9,28
2018,Enlisted,68106,15,2,13
2018,Enlisted,68142,20,5,15
2018,Enlisted,68310,20,12,8
2018,Enlisted,68410,1,0,1
2018,Enlisted,68467,1,1,0
2018,Enlisted,68508,21,7,14
2018,Enlisted,68524,57,14,43
2018,Enlisted,68601,6,2,4
2018,Enlisted,68701,5,1,4
2018,Enlisted,68763,2,0,2
2018,Enlisted,68787,2,1,1
2018,Enlisted,68801,37,11,26
2018,Enlisted,68822,3,1,2
2018,Enlisted,68847,13,4,9
2018,Enlisted,68901,29,3,26
2018,Enlisted,69001,1,1,0
2018,Enlisted,69101,5,1,4
2018,Enlisted,69162,2,0,2
2018,Enlisted,69337,14,1,13
2018,Enlisted,69361,7,0,7
2018,Enlisted,70072,7,2,5
2018,Enlisted,70084,22,2,20
2018,Enlisted,70117,195,21,174
2018,Enlisted,70364,53,14,39
2018,Enlisted,70390,33,4,29
2018,Enlisted,70401,85,19,66
2018,Enlisted,70403,18,1,17
2018,Enlisted,70427,10,1,9
2018,Enlisted,70433,45,6,39
2018,Enlisted,70438,33,5,28
2018,Enlisted,70460,11,2,9
2018,Enlisted,70508,62,8,54
2018,Enlisted,70510,23,13,10
2018,Enlisted,70517,27,8,19
2018,Enlisted,70526,18,3,15
2018,Enlisted,70544,15,3,12
2018,Enlisted,70563,28,4,24
2018,Enlisted,70570,14,0,14
2018,Enlisted,70582,20,0,20
2018,Enlisted,70586,9,1,8
2018,Enlisted,70601,37,8,29
2018,Enlisted,70633,8,1,7
2018,Enlisted,70634,6,1,5
2018,Enlisted,70701,5,1,4
2018,Enlisted,70714,34,3,31
2018,Enlisted,70721,99,19,80
2018,Enlisted,70737,48,4,44
2018,Enlisted,70760,46,8,38
2018,Enlisted,70764,35,2,33
2018,Enlisted,70820,57,7,50
2018,Enlisted,71019,12,7,5
2018,Enlisted,71055,32,10,22
2018,Enlisted,71101,38,3,35
2018,Enlisted,71111,13,0,13
2018,Enlisted,71203,53,3,50
2018,Enlisted,71220,15,3,12
2018,Enlisted,71232,11,2,9
2018,Enlisted,71241,1,0,1
2018,Enlisted,71251,1,1,0
2018,Enlisted,71263,4,0,4
2018,Enlisted,71270,31,4,27
2018,Enlisted,71292,19,1,18
2018,Enlisted,71295,13,0,13
2018,Enlisted,71303,29,4,25
2018,Enlisted,71322,19,3,16
2018,Enlisted,71342,10,2,8
2018,Enlisted,71351,16,2,14
2018,Enlisted,71360,123,19,104
2018,Enlisted,71373,5,1,4
2018,Enlisted,71415,5,1,4
2018,Enlisted,71417,9,2,7
2018,Enlisted,71457,18,1,17
2018,Enlisted,71459,18,2,16
2018,Enlisted,71601,9,4,5
2018,Enlisted,71602,9,0,9
2018,Enlisted,71701,2,0,2
2018,Enlisted,71730,13,1,12
2018,Enlisted,71761,13,0,13
2018,Enlisted,71801,4,2,2
2018,Enlisted,71823,9,0,9
2018,Enlisted,71854,10,1,9
2018,Enlisted,71913,10,0,10
2018,Enlisted,71923,7,1,6
2018,Enlisted,71953,6,3,3
2018,Enlisted,72007,13,9,4
2018,Enlisted,72012,8,1,7
2018,Enlisted,72015,6,0,6
2018,Enlisted,72023,7,2,5
2018,Enlisted,72034,11,2,9
2018,Enlisted,72064,11,1,10
2018,Enlisted,72086,19,5,14
2018,Enlisted,72104,10,2,8
2018,Enlisted,72110,8,1,7
2018,Enlisted,72114,48,4,44
2018,Enlisted,72119,1,1,0
2018,Enlisted,72143,26,10,16
2018,Enlisted,72150,15,0,15
2018,Enlisted,72160,23,6,17
2018,Enlisted,72199,176,32,144
2018,Enlisted,72301,12,3,9
2018,Enlisted,72335,7,2,5
2018,Enlisted,72401,47,1,46
2018,Enlisted,72432,13,2,11
2018,Enlisted,72450,24,1,23
2018,Enlisted,72476,26,5,21
2018,Enlisted,72501,25,15,10
2018,Enlisted,72543,5,1,4
2018,Enlisted,72605,1,0,1
2018,Enlisted,72650,2,0,2
2018,Enlisted,72653,4,1,3
2018,Enlisted,72701,18,2,16
2018,Enlisted,72712,59,13,46
2018,Enlisted,72744,5,0,5
2018,Enlisted,72756,35,2,33
2018,Enlisted,72761,18,2,16
2018,Enlisted,72802,25,3,22
2018,Enlisted,72830,21,3,18
2018,Enlisted,72834,12,1,11
2018,Enlisted,72855,21,0,21
2018,Enlisted,72905,9,2,7
2018,Enlisted,72923,47,2,45
2018,Enlisted,72927,49,1,48
2018,Enlisted,72949,15,1,14
2018,Enlisted,73034,32,3,29
2018,Enlisted,73036,24,4,20
2018,Enlisted,73051,42,7,35
2018,Enlisted,73064,42,11,31
2018,Enlisted,73069,104,18,86
2018,Enlisted,73111,35,14,21
2018,Enlisted,73179,2,1,1
2018,Enlisted,73401,1,0,1
2018,Enlisted,73503,67,9,58
2018,Enlisted,73521,12,3,9
2018,Enlisted,73705,37,4,33
2018,Enlisted,74003,17,4,13
2018,Enlisted,74012,35,9,26
2018,Enlisted,74014,60,9,51
2018,Enlisted,74017,13,1,12
2018,Enlisted,74075,46,5,41
2018,Enlisted,74107,64,9,55
2018,Enlisted,74116,17,8,9
2018,Enlisted,74158,3,1,2
2018,Enlisted,74301,4,2,2
2018,Enlisted,74403,34,8,26
2018,Enlisted,74423,6,2,4
2018,Enlisted,74447,24,1,23
2018,Enlisted,74501,28,3,25
2018,Enlisted,74601,6,0,6
2018,Enlisted,74701,27,0,27
2018,Enlisted,74804,29,3,26
2018,Enlisted,74820,39,13,26
2018,Enlisted,74834,34,12,22
2018,Enlisted,74848,16,1,15
2018,Enlisted,74953,5,0,5
2018,Enlisted,75051,173,68,105
2018,Enlisted,75077,12,2,10
2018,Enlisted,75098,1,0,1
2018,Enlisted,75110,15,5,10
2018,Enlisted,75159,24,22,2
2018,Enlisted,75160,52,17,35
2018,Enlisted,75165,11,4,7
2018,Enlisted,75220,4,1,3
2018,Enlisted,75237,13,6,7
2018,Enlisted,75402,1,1,0
2018,Enlisted,75570,8,1,7
2018,Enlisted,75662,13,13,0
2018,Enlisted,75709,26,13,13
2018,Enlisted,75801,2,2,0
2018,Enlisted,75803,1,1,0
2018,Enlisted,75901,18,12,6
2018,Enlisted,76086,33,4,29
2018,Enlisted,76105,27,4,23
2018,Enlisted,76108,86,30,56
2018,Enlisted,76115,33,12,21
2018,Enlisted,76207,29,8,21
2018,Enlisted,76234,32,7,25
2018,Enlisted,76302,38,18,20
2018,Enlisted,76401,22,4,18
2018,Enlisted,76528,17,11,6
2018,Enlisted,76542,46,31,15
2018,Enlisted,76544,7,4,3
2018,Enlisted,76574,27,12,15
2018,Enlisted,76705,2,0,2
2018,Enlisted,76707,89,39,50
2018,Enlisted,76801,12,4,8
2018,Enlisted,76905,22,4,18
2018,Enlisted,77034,203,86,117
2018,Enlisted,77067,102,46,56
2018,Enlisted,77082,109,38,71
2018,Enlisted,77340,48,23,25
2018,Enlisted,77437,15,7,8
2018,Enlisted,77471,22,9,13
2018,Enlisted,77515,61,12,49
2018,Enlisted,77568,23,4,19
2018,Enlisted,77802,36,10,26
2018,Enlisted,77833,19,2,17
2018,Enlisted,77904,9,9,0
2018,Enlisted,78041,24,9,15
2018,Enlisted,78130,10,6,4
2018,Enlisted,78155,6,4,2
2018,Enlisted,78218,46,26,20
2018,Enlisted,78219,88,35,53
2018,Enlisted,78257,148,89,59
2018,Enlisted,78363,16,5,11
2018,Enlisted,78416,28,8,20
2018,Enlisted,78520,9,3,6
2018,Enlisted,78596,77,26,51
2018,Enlisted,78602,104,41,63
2018,Enlisted,78617,83,38,45
2018,Enlisted,78624,8,7,1
2018,Enlisted,78654,5,5,0
2018,Enlisted,78665,56,35,21
2018,Enlisted,78666,128,61,67
2018,Enlisted,78703,95,49,46
2018,Enlisted,78719,1,0,1
2018,Enlisted,78731,24,10,14
2018,Enlisted,78746,5,4,1
2018,Enlisted,79107,17,1,16
2018,Enlisted,79403,39,17,22
2018,Enlisted,79607,14,5,9
2018,Enlisted,79706,19,8,11
2018,Enlisted,79924,6,4,2
2018,Enlisted,79936,179,57,122
2018,Enlisted,80011,82,50,32
2018,Enlisted,80012,22,10,12
2018,Enlisted,80112,8,6,2
2018,Enlisted,80137,38,20,18
2018,Enlisted,80216,99,54,45
2018,Enlisted,80501,7,0,7
2018,Enlisted,80504,25,11,14
2018,Enlisted,80521,31,15,16
2018,Enlisted,80550,7,5,2
2018,Enlisted,80621,27,9,18
2018,Enlisted,80751,2,1,1
2018,Enlisted,80907,14,7,7
2018,Enlisted,80913,30,18,12
2018,Enlisted,80916,9,6,3
2018,Enlisted,80920,70,32,38
2018,Enlisted,81004,6,4,2
2018,Enlisted,81050,5,1,4
2018,Enlisted,81101,4,0,4
2018,Enlisted,81401,19,5,14
2018,Enlisted,81501,26,12,14
2018,Enlisted,81637,2,2,0
2018,Enlisted,82005,8,5,3
2018,Enlisted,82009,33,11,22
2018,Enlisted,82072,13,2,11
2018,Enlisted,82201,2,2,0
2018,Enlisted,82214,8,2,6
2018,Enlisted,82240,8,1,7
2018,Enlisted,82401,2,0,2
2018,Enlisted,82435,4,3,1
2018,Enlisted,82520,11,2,9
2018,Enlisted,82604,4,0,4
2018,Enlisted,82633,17,0,17
2018,Enlisted,82716,14,2,12
2018,Enlisted,82801,1,0,1
2018,Enlisted,82901,11,3,8
2018,Enlisted,82930,35,8,27
2018,Enlisted,83110,9,2,7
2018,Enlisted,83202,12,1,11
2018,Enlisted,83221,9,1,8
2018,Enlisted,83263,6,2,4
2018,Enlisted,83301,9,4,5
2018,Enlisted,83318,37,2,35
2018,Enlisted,83330,4,2,2
2018,Enlisted,83338,16,1,15
2018,Enlisted,83402,13,0,13
2018,Enlisted,83440,15,2,13
2018,Enlisted,83442,4,0,4
2018,Enlisted,83445,12,1,11
2018,Enlisted,83501,13,3,10
2018,Enlisted,83530,5,1,4
2018,Enlisted,83544,11,2,9
2018,Enlisted,83605,24,4,20
2018,Enlisted,83647,23,5,18
2018,Enlisted,83687,3,1,2
2018,Enlisted,83705,143,45,98
2018,Enlisted,83716,4,0,4
2018,Enlisted,83843,6,0,6
2018,Enlisted,83854,15,3,12
2018,Enlisted,84003,16,6,10
2018,Enlisted,84020,35,10,25
2018,Enlisted,84032,11,3,8
2018,Enlisted,84043,49,26,23
2018,Enlisted,84058,29,4,25
2018,Enlisted,84065,109,29,80
2018,Enlisted,84074,14,2,12
2018,Enlisted,84083,4,2,2
2018,Enlisted,84084,100,44,56
2018,Enlisted,84116,8,2,6
2018,Enlisted,84321,12,5,7
2018,Enlisted,84405,42,12,30
2018,Enlisted,84501,10,3,7
2018,Enlisted,84511,1,1,0
2018,Enlisted,84642,22,5,17
2018,Enlisted,84660,77,10,67
2018,Enlisted,84663,10,3,7
2018,Enlisted,84701,19,6,13
2018,Enlisted,84713,17,2,15
2018,Enlisted,84720,18,2,16
2018,Enlisted,84770,6,1,5
2018,Enlisted,84790,42,7,35
2018,Enlisted,85008,238,79,159
2018,Enlisted,85015,2,2,0
2018,Enlisted,85020,21,7,14
2018,Enlisted,85122,19,6,13
2018,Enlisted,85128,2,2,0
2018,Enlisted,85132,74,36,38
2018,Enlisted,85145,33,16,17
2018,Enlisted,85281,22,12,10
2018,Enlisted,85286,13,9,4
2018,Enlisted,85301,4,0,4
2018,Enlisted,85312,10,3,7
2018,Enlisted,85365,12,2,10
2018,Enlisted,85396,28,17,11
2018,Enlisted,85546,6,4,2
2018,Enlisted,85607,1,1,0
2018,Enlisted,85653,11,8,3
2018,Enlisted,85706,64,18,46
2018,Enlisted,85713,31,19,12
2018,Enlisted,85901,1,1,0
2018,Enlisted,86015,62,19,43
2018,Enlisted,86301,41,21,20
2018,Enlisted,87002,43,8,35
2018,Enlisted,87123,54,11,43
2018,Enlisted,87144,91,24,67
2018,Enlisted,87305,1,0,1
2018,Enlisted,87401,18,2,16
2018,Enlisted,87502,1,1,0
2018,Enlisted,87508,23,8,15
2018,Enlisted,87532,8,1,7
2018,Enlisted,87557,4,0,4
2018,Enlisted,87701,1,1,0
2018,Enlisted,87747,1,1,0
2018,Enlisted,88001,1,0,1
2018,Enlisted,88007,86,24,62
2018,Enlisted,88101,12,2,10
2018,Enlisted,88203,38,11,27
2018,Enlisted,88240,6,4,2
2018,Enlisted,88310,14,4,10
2018,Enlisted,88435,5,0,5
2018,Enlisted,89002,22,1,21
2018,Enlisted,89032,8,4,4
2018,Enlisted,89115,22,3,19
2018,Enlisted,89139,81,17,64
2018,Enlisted,89165,161,51,110
2018,Enlisted,89406,11,4,7
2018,Enlisted,89506,116,28,88
2018,Enlisted,89509,12,1,11
2018,Enlisted,89701,31,10,21
2018,Enlisted,90025,4,3,1
2018,Enlisted,90201,43,17,26
2018,Enlisted,90249,10,3,7
2018,Enlisted,90266,13,5,8
2018,Enlisted,90302,25,9,16
2018,Enlisted,90501,16,8,8
2018,Enlisted,90720,179,68,111
2018,Enlisted,90731,14,9,5
2018,Enlisted,90813,11,4,7
2018,Enlisted,90822,55,25,30
2018,Enlisted,91205,22,12,10
2018,Enlisted,91406,25,6,19
2018,Enlisted,91505,25,11,14
2018,Enlisted,91702,64,30,34
2018,Enlisted,91764,37,13,24
2018,Enlisted,91766,25,9,16
2018,Enlisted,91950,36,11,25
2018,Enlisted,92020,9,3,6
2018,Enlisted,92025,12,7,5
2018,Enlisted,92111,40,18,22
2018,Enlisted,92243,12,6,6
2018,Enlisted,92307,11,6,5
2018,Enlisted,92311,12,4,8
2018,Enlisted,92324,8,5,3
2018,Enlisted,92410,16,10,6
2018,Enlisted,92501,26,13,13
2018,Enlisted,92518,59,17,42
2018,Enlisted,92707,10,4,6
2018,Enlisted,92833,25,11,14
2018,Enlisted,92866,30,15,15
2018,Enlisted,93003,3,3,0
2018,Enlisted,93257,1,1,0
2018,Enlisted,93291,18,7,11
2018,Enlisted,93307,42,14,28
2018,Enlisted,93405,12,4,8
2018,Enlisted,93422,9,4,5
2018,Enlisted,93451,23,12,11
2018,Enlisted,93454,1,0,1
2018,Enlisted,93536,20,8,12
2018,Enlisted,93550,12,9,3
2018,Enlisted,93702,7,3,4
2018,Enlisted,93727,72,28,44
2018,Enlisted,93955,4,2,2
2018,Enlisted,94043,6,5,1
2018,Enlisted,94066,3,1,2
2018,Enlisted,94132,5,4,1
2018,Enlisted,94401,17,9,8
2018,Enlisted,94510,11,4,7
2018,Enlisted,94519,7,1,6
2018,Enlisted,94533,9,5,4
2018,Enlisted,94565,17,10,7
2018,Enlisted,94568,39,24,15
2018,Enlisted,94590,15,6,9
2018,Enlisted,94596,3,1,2
2018,Enlisted,94804,12,5,7
2018,Enlisted,94903,7,4,3
2018,Enlisted,94952,17,1,16
2018,Enlisted,95020,2,0,2
2018,Enlisted,95110,17,9,8
2018,Enlisted,95206,54,22,32
2018,Enlisted,95240,10,3,7
2018,Enlisted,95341,9,3,6
2018,Enlisted,95351,27,9,18
2018,Enlisted,95361,11,4,7
2018,Enlisted,95380,16,5,11
2018,Enlisted,95401,17,5,12
2018,Enlisted,95453,2,1,1
2018,Enlisted,95503,3,2,1
2018,Enlisted,95655,18,6,12
2018,Enlisted,95665,3,3,0
2018,Enlisted,95678,9,1,8
2018,Enlisted,95815,1,0,1
2018,Enlisted,95826,18,1,17
2018,Enlisted,95828,96,38,58
2018,Enlisted,95832,8,2,6
2018,Enlisted,95926,8,1,7
2018,Enlisted,95965,10,2,8
2018,Enlisted,96001,19,2,17
2018,Enlisted,96067,4,1,3
2018,Enlisted,96080,6,0,6
2018,Enlisted,96130,1,0,1
2018,Enlisted,96707,94,50,44
2018,Enlisted,96716,10,6,4
2018,Enlisted,96720,23,5,18
2018,Enlisted,96732,14,4,10
2018,Enlisted,96748,3,1,2
2018,Enlisted,96750,2,0,2
2018,Enlisted,96782,42,19,23
2018,Enlisted,96786,36,11,25
2018,Enlisted,96789,24,6,18
2018,Enlisted,96816,7,0,7
2018,Enlisted,96820,1,1,0
2018,Enlisted,96857,31,11,20
2018,Enlisted,96913,125,15,110
2018,Enlisted,97015,89,19,70
2018,Enlisted,97030,27,10,17
2018,Enlisted,97031,2,1,1
2018,Enlisted,97051,19,5,14
2018,Enlisted,97058,3,1,2
2018,Enlisted,97071,12,8,4
2018,Enlisted,97116,25,9,16
2018,Enlisted,97124,23,9,14
2018,Enlisted,97128,13,2,11
2018,Enlisted,97146,6,2,4
2018,Enlisted,97211,27,10,17
2018,Enlisted,97217,7,3,4
2018,Enlisted,97218,40,11,29
2018,Enlisted,97301,8,1,7
2018,Enlisted,97302,10,6,4
2018,Enlisted,97303,23,10,13
2018,Enlisted,97309,31,14,17
2018,Enlisted,97321,14,1,13
2018,Enlisted,97330,16,6,10
2018,Enlisted,97338,12,4,8
2018,Enlisted,97355,26,6,20
2018,Enlisted,97365,2,0,2
2018,Enlisted,97420,3,0,3
2018,Enlisted,97470,8,3,5
2018,Enlisted,97477,56,13,43
2018,Enlisted,97501,26,8,18
2018,Enlisted,97520,12,5,7
2018,Enlisted,97526,10,4,6
2018,Enlisted,97603,12,7,5
2018,Enlisted,97702,28,8,20
2018,Enlisted,97754,7,2,5
2018,Enlisted,97756,10,2,8
2018,Enlisted,97801,12,2,10
2018,Enlisted,97814,4,3,1
2018,Enlisted,97838,10,1,9
2018,Enlisted,97850,15,5,10
2018,Enlisted,97862,30,6,24
2018,Enlisted,97914,2,1,1
2018,Enlisted,98032,70,35,35
2018,Enlisted,98052,35,16,19
2018,Enlisted,98108,29,10,19
2018,Enlisted,98119,55,24,31
2018,Enlisted,98201,9,0,9
2018,Enlisted,98221,21,5,16
2018,Enlisted,98271,12,5,7
2018,Enlisted,98290,12,2,10
2018,Enlisted,98312,17,9,8
2018,Enlisted,98321,7,7,0
2018,Enlisted,98372,15,6,9
2018,Enlisted,98430,47,26,21
2018,Enlisted,98433,88,56,32
2018,Enlisted,98501,34,13,21
2018,Enlisted,98516,2,2,0
2018,Enlisted,98531,18,7,11
2018,Enlisted,98563,6,3,3
2018,Enlisted,98632,9,2,7
2018,Enlisted,98682,18,4,14
2018,Enlisted,98801,1,0,1
2018,Enlisted,98823,3,1,2
2018,Enlisted,98837,6,3,3
2018,Enlisted,98901,28,8,20
2018,Enlisted,98903,8,2,6
2018,Enlisted,98930,9,3,6
2018,Enlisted,99011,21,7,14
2018,Enlisted,99217,24,8,16
2018,Enlisted,99224,2,2,0
2018,Enlisted,99301,5,0,5
2018,Enlisted,99362,6,0,6
2018,Enlisted,99505,78,34,44
2018,Enlisted,99559,1,0,1
2018,Enlisted,99604,1,1,0
2018,Enlisted,99611,1,0,1
2018,Enlisted,99615,1,0,1
2018,Enlisted,99621,1,1,0
2018,Enlisted,99654,21,3,18
2018,Enlisted,99686,1,1,0
2018,Enlisted,99687,20,5,15
2018,Enlisted,99701,21,12,9
2018,Enlisted,99731,1,0,1
2018,Enlisted,99762,2,0,2
2018,Enlisted,99925,1,0,1
2018,Officer,00604,3,2,1
2018,Officer,00623,1,1,0
2018,Officer,00682,2,2,0
2018,Officer,00683,1,1,0
2018,Officer,00693,4,3,1
2018,Officer,00705,1,1,0
2018,Officer,00725,1,1,0
2018,Officer,00736,1,1,0
2018,Officer,00751,4,3,1
2018,Officer,00785,2,2,0
2018,Officer,00795,7,5,2
2018,Officer,00802,1,1,0
2018,Officer,00850,4,3,1
2018,Officer,00901,5,4,1
2018,Officer,00907,3,3,0
2018,Officer,00934,3,3,0
2018,Officer,01013,2,2,0
2018,Officer,01030,1,1,0
2018,Officer,01085,2,2,0
2018,Officer,01109,6,6,0
2018,Officer,01434,5,5,0
2018,Officer,01605,5,5,0
2018,Officer,01702,1,1,0
2018,Officer,01731,9,9,0
2018,Officer,01760,4,4,0
2018,Officer,01844,6,6,0
2018,Officer,01867,3,3,0
2018,Officer,02169,1,1,0
2018,Officer,02176,2,2,0
2018,Officer,02184,1,1,0
2018,Officer,02301,7,7,0
2018,Officer,02346,4,4,0
2018,Officer,02420,1,1,0
2018,Officer,02542,8,8,0
2018,Officer,02780,2,2,0
2018,Officer,02816,1,1,0
2018,Officer,02818,7,5,2
2018,Officer,02842,1,1,0
2018,Officer,02852,1,1,0
2018,Officer,02886,7,5,2
2018,Officer,02904,7,6,1
2018,Officer,03055,3,3,0
2018,Officer,03060,2,2,0
2018,Officer,03101,2,2,0
2018,Officer,03235,1,1,0
2018,Officer,03244,1,1,0
2018,Officer,03301,4,4,0
2018,Officer,03570,1,1,0
2018,Officer,03766,1,1,0
2018,Officer,03801,1,1,0
2018,Officer,04011,3,3,0
2018,Officer,04268,2,2,0
2018,Officer,04330,2,2,0
2018,Officer,04333,5,5,0
2018,Officer,04401,3,3,0
2018,Officer,04412,2,2,0
2018,Officer,04901,2,2,0
2018,Officer,05001,1,1,0
2018,Officer,05033,1,1,0
2018,Officer,05201,2,2,0
2018,Officer,05403,4,4,0
2018,Officer,05446,11,11,0
2018,Officer,05465,9,9,0
2018,Officer,05478,1,1,0
2018,Officer,05488,1,1,0
2018,Officer,05495,2,2,0
2018,Officer,05602,1,1,0
2018,Officer,05661,1,1,0
2018,Officer,05663,3,3,0
2018,Officer,05676,2,2,0
2018,Officer,05701,1,1,0
2018,Officer,05851,1,1,0
2018,Officer,05855,1,1,0
2018,Officer,06051,2,2,0
2018,Officer,06082,1,1,0
2018,Officer,06096,2,2,0
2018,Officer,06105,1,1,0
2018,Officer,06320,8,6,2
2018,Officer,06360,1,0,1
2018,Officer,06457,8,5,3
2018,Officer,06489,2,1,1
2018,Officer,06498,4,3,1
2018,Officer,06512,3,3,0
2018,Officer,06614,1,1,0
2018,Officer,06702,1,1,0
2018,Officer,06810,4,2,2
2018,Officer,07052,3,3,0
2018,Officer,07090,1,1,0
2018,Officer,07095,2,2,0
2018,Officer,07306,4,4,0
2018,Officer,07457,4,4,0
2018,Officer,07728,5,5,0
2018,Officer,07801,2,2,0
2018,Officer,07960,3,3,0
2018,Officer,08002,2,2,0
2018,Officer,08012,1,1,0
2018,Officer,08060,1,1,0
2018,Officer,08096,2,2,0
2018,Officer,08360,2,2,0
2018,Officer,08533,1,1,0
2018,Officer,08640,2,1,1
2018,Officer,08648,3,3,0
2018,Officer,08733,6,6,0
2018,Officer,08750,1,1,0
2018,Officer,08759,3,3,0
2018,Officer,08873,5,5,0
2018,Officer,10010,9,9,0
2018,Officer,10314,2,2,0
2018,Officer,10468,3,2,1
2018,Officer,10566,3,3,0
2018,Officer,10567,5,5,0
2018,Officer,10701,1,1,0
2018,Officer,11252,4,4,0
2018,Officer,11357,1,1,0
2018,Officer,11433,3,3,0
2018,Officer,11735,2,2,0
2018,Officer,11779,4,3,1
2018,Officer,12110,15,15,0
2018,Officer,12180,8,6,2
2018,Officer,12189,4,3,1
2018,Officer,12302,10,10,0
2018,Officer,12401,2,2,0
2018,Officer,12553,4,4,0
2018,Officer,12804,1,1,0
2018,Officer,13021,1,1,0
2018,Officer,13211,7,7,0
2018,Officer,13501,3,3,0
2018,Officer,13602,2,2,0
2018,Officer,13905,2,2,0
2018,Officer,14094,4,4,0
2018,Officer,14204,1,1,0
2018,Officer,14213,7,6,1
2018,Officer,14304,1,1,0
2018,Officer,14454,2,2,0
2018,Officer,14456,1,1,0
2018,Officer,14624,6,6,0
2018,Officer,14701,1,1,0
2018,Officer,14850,2,2,0
2018,Officer,15216,2,2,0
2018,Officer,15301,1,1,0
2018,Officer,15444,1,1,0
2018,Officer,15666,1,1,0
2018,Officer,15779,1,1,0
2018,Officer,15902,1,1,0
2018,Officer,15904,4,4,0
2018,Officer,16001,1,1,0
2018,Officer,16101,3,2,1
2018,Officer,16226,3,3,0
