Fiscal Year,Military Personnel Class,Unit Zip Code,Accession Total,Prior Service,Non-Prior Service
2015,Enlisted,00795,195,11,184
2015,Enlisted,00802,16,2,14
2015,Enlisted,00820,6,1,5
2015,Enlisted,00850,37,3,34
2015,Enlisted,00901,34,10,24
2015,Enlisted,00902,3,0,3
2015,Enlisted,00918,4,1,3
2015,Enlisted,00934,29,4,25
2015,Enlisted,00951,5,1,4
2015,Enlisted,00963,31,5,26
2015,Enlisted,00986,7,1,6
2015,Enlisted,01013,15,7,8
2015,Enlisted,01030,32,3,29
2015,Enlisted,01062,6,0,6
2015,Enlisted,01082,13,1,12
2015,Enlisted,01085,15,2,13
2015,Enlisted,01109,20,4,16
2015,Enlisted,01201,5,1,4
2015,Enlisted,01301,21,5,16
2015,Enlisted,01434,53,13,40
2015,Enlisted,01440,10,1,9
2015,Enlisted,01453,9,1,8
2015,Enlisted,01588,12,2,10
2015,Enlisted,01605,50,11,39
2015,Enlisted,01702,4,0,4
2015,Enlisted,01731,7,4,3
2015,Enlisted,01760,16,3,13
2015,Enlisted,01844,22,2,20
2015,Enlisted,01867,49,1,48
2015,Enlisted,01923,3,1,2
2015,Enlisted,01950,16,1,15
2015,Enlisted,02043,38,3,35
2015,Enlisted,02122,22,1,21
2015,Enlisted,02138,28,7,21
2015,Enlisted,02169,11,1,10
2015,Enlisted,02176,40,8,32
2015,Enlisted,02184,25,3,22
2015,Enlisted,02301,7,1,6
2015,Enlisted,02324,5,0,5
2015,Enlisted,02346,22,1,21
2015,Enlisted,02420,8,1,7
2015,Enlisted,02465,2,2,0
2015,Enlisted,02532,28,3,25
2015,Enlisted,02542,70,17,53
2015,Enlisted,02724,6,3,3
2015,Enlisted,02769,17,2,15
2015,Enlisted,02780,24,5,19
2015,Enlisted,02809,2,0,2
2015,Enlisted,02818,92,16,76
2015,Enlisted,02842,5,5,0
2015,Enlisted,02852,25,4,21
2015,Enlisted,02885,13,0,13
2015,Enlisted,02886,10,4,6
2015,Enlisted,02896,2,0,2
2015,Enlisted,02904,24,2,22
2015,Enlisted,02920,4,3,1
2015,Enlisted,03055,41,11,30
2015,Enlisted,03060,10,2,8
2015,Enlisted,03101,45,8,37
2015,Enlisted,03235,6,0,6
2015,Enlisted,03244,13,2,11
2015,Enlisted,03301,31,7,24
2015,Enlisted,03570,11,2,9
2015,Enlisted,03766,52,3,49
2015,Enlisted,03801,5,1,4
2015,Enlisted,03815,1,0,1
2015,Enlisted,03878,24,8,16
2015,Enlisted,04011,9,1,8
2015,Enlisted,04073,4,0,4
2015,Enlisted,04092,12,3,9
2015,Enlisted,04103,22,7,15
2015,Enlisted,04240,13,1,12
2015,Enlisted,04268,12,1,11
2015,Enlisted,04330,6,3,3
2015,Enlisted,04333,4,3,1
2015,Enlisted,04345,8,2,6
2015,Enlisted,04401,45,12,33
2015,Enlisted,04412,28,8,20
2015,Enlisted,04619,3,1,2
2015,Enlisted,04730,4,0,4
2015,Enlisted,04736,2,1,1
2015,Enlisted,04901,11,1,10
2015,Enlisted,04915,5,1,4
2015,Enlisted,04976,12,1,11
2015,Enlisted,05001,17,4,13
2015,Enlisted,05033,7,1,6
2015,Enlisted,05158,15,5,10
2015,Enlisted,05201,6,2,4
2015,Enlisted,05403,16,4,12
2015,Enlisted,05404,3,0,3
2015,Enlisted,05446,16,7,9
2015,Enlisted,05465,58,18,40
2015,Enlisted,05478,9,1,8
2015,Enlisted,05488,11,2,9
2015,Enlisted,05491,6,0,6
2015,Enlisted,05495,12,2,10
2015,Enlisted,05602,5,3,2
2015,Enlisted,05661,8,0,8
2015,Enlisted,05663,30,5,25
2015,Enlisted,05676,11,3,8
2015,Enlisted,05701,5,3,2
2015,Enlisted,05851,18,5,13
2015,Enlisted,05855,5,1,4
2015,Enlisted,06051,27,10,17
2015,Enlisted,06066,6,0,6
2015,Enlisted,06082,25,8,17
2015,Enlisted,06096,40,7,33
2015,Enlisted,06105,2,2,0
2015,Enlisted,06110,26,4,22
2015,Enlisted,06320,60,4,56
2015,Enlisted,06333,3,0,3
2015,Enlisted,06340,26,5,21
2015,Enlisted,06357,19,3,16
2015,Enlisted,06360,16,1,15
2015,Enlisted,06457,76,11,65
2015,Enlisted,06489,20,1,19
2015,Enlisted,06498,24,4,20
2015,Enlisted,06512,26,6,20
2015,Enlisted,06614,17,1,16
2015,Enlisted,06702,3,0,3
2015,Enlisted,06810,42,15,27
2015,Enlisted,07052,120,14,106
2015,Enlisted,07090,19,4,15
2015,Enlisted,07095,30,8,22
2015,Enlisted,07107,26,0,26
2015,Enlisted,07306,55,10,45
2015,Enlisted,07457,30,3,27
2015,Enlisted,07666,50,6,44
2015,Enlisted,07728,30,9,21
2015,Enlisted,07801,9,1,8
2015,Enlisted,07840,5,1,4
2015,Enlisted,07865,55,11,44
2015,Enlisted,07960,68,12,56
2015,Enlisted,08002,3,3,0
2015,Enlisted,08016,29,4,25
2015,Enlisted,08060,23,4,19
2015,Enlisted,08087,5,2,3
2015,Enlisted,08096,36,8,28
2015,Enlisted,08098,13,5,8
2015,Enlisted,08210,23,2,21
2015,Enlisted,08360,31,3,28
2015,Enlisted,08401,10,4,6
2015,Enlisted,08533,3,0,3
2015,Enlisted,08628,26,4,22
2015,Enlisted,08640,17,9,8
2015,Enlisted,08648,7,2,5
2015,Enlisted,08733,32,5,27
2015,Enlisted,08750,44,8,36
2015,Enlisted,08753,22,2,20
2015,Enlisted,08759,3,0,3
2015,Enlisted,08822,25,3,22
2015,Enlisted,08873,45,8,37
2015,Enlisted,10010,108,21,87
2015,Enlisted,10037,7,2,5
2015,Enlisted,10314,56,5,51
2015,Enlisted,10468,14,3,11
2015,Enlisted,10566,23,5,18
2015,Enlisted,10567,65,23,42
2015,Enlisted,10701,30,7,23
2015,Enlisted,10962,20,8,12
2015,Enlisted,11225,1,1,0
2015,Enlisted,11252,104,15,89
2015,Enlisted,11357,31,2,29
2015,Enlisted,11433,85,13,72
2015,Enlisted,11735,79,13,66
2015,Enlisted,11779,28,4,24
2015,Enlisted,12078,23,2,21
2015,Enlisted,12110,55,13,42
2015,Enlisted,12180,32,7,25
2015,Enlisted,12189,11,8,3
2015,Enlisted,12302,57,13,44
2015,Enlisted,12401,18,2,16
2015,Enlisted,12451,17,6,11
2015,Enlisted,12553,21,5,16
2015,Enlisted,12804,24,5,19
2015,Enlisted,12962,10,3,7
2015,Enlisted,12983,7,3,4
2015,Enlisted,13021,16,1,15
2015,Enlisted,13211,36,13,23
2015,Enlisted,13501,66,20,46
2015,Enlisted,13602,31,11,20
2015,Enlisted,13669,7,3,4
2015,Enlisted,13856,6,1,5
2015,Enlisted,13905,19,4,15
2015,Enlisted,14048,11,0,11
2015,Enlisted,14094,11,1,10
2015,Enlisted,14204,67,6,61
2015,Enlisted,14213,47,6,41
2015,Enlisted,14304,27,8,19
2015,Enlisted,14454,24,6,18
2015,Enlisted,14456,24,2,22
2015,Enlisted,14624,100,27,73
2015,Enlisted,14701,17,2,15
2015,Enlisted,14760,5,3,2
2015,Enlisted,14843,9,1,8
2015,Enlisted,14845,16,4,12
2015,Enlisted,14850,12,3,9
2015,Enlisted,15010,31,5,26
2015,Enlisted,15216,40,5,35
2015,Enlisted,15301,40,8,32
2015,Enlisted,15370,19,2,17
2015,Enlisted,15425,24,5,19
2015,Enlisted,15537,5,0,5
2015,Enlisted,15541,17,1,16
2015,Enlisted,15601,14,3,11
2015,Enlisted,15666,27,5,22
2015,Enlisted,15701,10,3,7
2015,Enlisted,15767,13,3,10
2015,Enlisted,15779,4,1,3
2015,Enlisted,15902,50,6,44
2015,Enlisted,15904,89,7,82
2015,Enlisted,16001,34,8,26
2015,Enlisted,16101,19,6,13
2015,Enlisted,16127,3,0,3
2015,Enlisted,16148,13,1,12
2015,Enlisted,16226,12,2,10
2015,Enlisted,16301,10,2,8
2015,Enlisted,16403,59,9,50
2015,Enlisted,16635,18,3,15
2015,Enlisted,16652,6,1,5
2015,Enlisted,16735,2,0,2
2015,Enlisted,16738,16,2,14
2015,Enlisted,16803,24,7,17
2015,Enlisted,16830,33,4,29
2015,Enlisted,16901,6,0,6
2015,Enlisted,17003,283,35,248
2015,Enlisted,17013,24,3,21
2015,Enlisted,17022,28,4,24
2015,Enlisted,17033,23,3,20
2015,Enlisted,17042,44,3,41
2015,Enlisted,17044,21,6,15
2015,Enlisted,17098,8,3,5
2015,Enlisted,17103,56,15,41
2015,Enlisted,17201,13,1,12
2015,Enlisted,17222,6,0,6
2015,Enlisted,17325,3,1,2
2015,Enlisted,17331,9,1,8
2015,Enlisted,17404,7,0,7
2015,Enlisted,17701,29,4,25
2015,Enlisted,17745,45,4,41
2015,Enlisted,17821,47,8,39
2015,Enlisted,17837,10,4,6
2015,Enlisted,18040,28,10,18
2015,Enlisted,18102,20,2,18
2015,Enlisted,18201,20,5,15
2015,Enlisted,18235,20,2,18
2015,Enlisted,18252,8,0,8
2015,Enlisted,18301,9,2,7
2015,Enlisted,18407,12,3,9
2015,Enlisted,18431,17,2,15
2015,Enlisted,18466,5,0,5
2015,Enlisted,18509,49,7,42
2015,Enlisted,18634,23,4,19
2015,Enlisted,18643,8,0,8
2015,Enlisted,18651,24,2,22
2015,Enlisted,18704,108,10,98
2015,Enlisted,18834,18,0,18
2015,Enlisted,18960,21,2,19
2015,Enlisted,19044,36,15,21
2015,Enlisted,19090,1,1,0
2015,Enlisted,19103,7,2,5
2015,Enlisted,19104,17,1,16
2015,Enlisted,19153,6,1,5
2015,Enlisted,19154,204,34,170
2015,Enlisted,19320,34,3,31
2015,Enlisted,19460,25,6,19
2015,Enlisted,19462,36,5,31
2015,Enlisted,19475,19,0,19
2015,Enlisted,19526,12,1,11
2015,Enlisted,19530,24,2,22
2015,Enlisted,19605,24,0,24
2015,Enlisted,19701,1,0,1
2015,Enlisted,19706,32,5,27
2015,Enlisted,19711,10,1,9
2015,Enlisted,19720,14,4,10
2015,Enlisted,19804,26,5,21
2015,Enlisted,19808,8,1,7
2015,Enlisted,19930,1,1,0
2015,Enlisted,19939,21,2,19
2015,Enlisted,19947,27,0,27
2015,Enlisted,19973,28,2,26
2015,Enlisted,19977,10,1,9
2015,Enlisted,20003,113,33,80
2015,Enlisted,20112,43,11,32
2015,Enlisted,20175,12,4,8
2015,Enlisted,20186,13,1,12
2015,Enlisted,20373,49,7,42
2015,Enlisted,20623,10,1,9
2015,Enlisted,20646,5,2,3
2015,Enlisted,20653,9,1,8
2015,Enlisted,20708,90,27,63
2015,Enlisted,20770,14,6,8
2015,Enlisted,20882,13,4,9
2015,Enlisted,20904,31,12,19
2015,Enlisted,21010,57,18,39
2015,Enlisted,21012,1,1,0
2015,Enlisted,21043,12,2,10
2015,Enlisted,21057,12,3,9
2015,Enlisted,21061,25,12,13
2015,Enlisted,21078,16,5,11
2015,Enlisted,21136,23,8,15
2015,Enlisted,21201,4,4,0
2015,Enlisted,21204,53,22,31
2015,Enlisted,21208,39,7,32
2015,Enlisted,21216,27,7,20
2015,Enlisted,21228,18,4,14
2015,Enlisted,21236,24,9,15
2015,Enlisted,21401,8,6,2
2015,Enlisted,21502,9,3,6
2015,Enlisted,21601,2,0,2
2015,Enlisted,21701,17,8,9
2015,Enlisted,21719,29,8,21
2015,Enlisted,21740,10,4,6
2015,Enlisted,21801,15,1,14
2015,Enlisted,21921,14,6,8
2015,Enlisted,22032,28,22,6
2015,Enlisted,22060,36,9,27
2015,Enlisted,22401,67,13,54
2015,Enlisted,22427,18,4,14
2015,Enlisted,22601,36,10,26
2015,Enlisted,22664,6,1,5
2015,Enlisted,22731,11,3,8
2015,Enlisted,22801,25,2,23
2015,Enlisted,22902,20,10,10
2015,Enlisted,23069,3,1,2
2015,Enlisted,23139,17,2,15
2015,Enlisted,23150,68,21,47
2015,Enlisted,23181,10,2,8
2015,Enlisted,23237,13,1,12
2015,Enlisted,23434,15,1,14
2015,Enlisted,23451,69,20,49
2015,Enlisted,23502,51,14,37
2015,Enlisted,23666,27,6,21
2015,Enlisted,23701,31,6,25
2015,Enlisted,23805,20,4,16
2015,Enlisted,23824,47,19,28
2015,Enlisted,23847,11,1,10
2015,Enlisted,23851,7,2,5
2015,Enlisted,23901,12,2,10
2015,Enlisted,24073,17,3,14
2015,Enlisted,24112,9,2,7
2015,Enlisted,24151,20,2,18
2015,Enlisted,24210,6,2,4
2015,Enlisted,24251,25,2,23
2015,Enlisted,24301,14,2,12
2015,Enlisted,24401,13,1,12
2015,Enlisted,24422,14,1,13
2015,Enlisted,24450,11,1,10
2015,Enlisted,24502,48,13,35
2015,Enlisted,24523,11,4,7
2015,Enlisted,24531,7,1,6
2015,Enlisted,24541,10,2,8
2015,Enlisted,24592,10,0,10
2015,Enlisted,24609,20,3,17
2015,Enlisted,24701,32,11,21
2015,Enlisted,24801,5,1,4
2015,Enlisted,24957,9,2,7
2015,Enlisted,25064,3,0,3
2015,Enlisted,25168,68,13,55
2015,Enlisted,25177,3,3,0
2015,Enlisted,25262,4,0,4
2015,Enlisted,25309,2,0,2
2015,Enlisted,25311,5,4,1
2015,Enlisted,25401,21,2,19
2015,Enlisted,25530,41,19,22
2015,Enlisted,25550,8,3,5
2015,Enlisted,25601,8,3,5
2015,Enlisted,25661,24,2,22
2015,Enlisted,25704,12,1,11
2015,Enlisted,25846,53,7,46
2015,Enlisted,26003,11,3,8
2015,Enlisted,26041,30,5,25
2015,Enlisted,26101,14,0,14
2015,Enlisted,26187,17,6,11
2015,Enlisted,26201,21,5,16
2015,Enlisted,26241,13,0,13
2015,Enlisted,26250,4,1,3
2015,Enlisted,26301,17,2,15
2015,Enlisted,26426,15,1,14
2015,Enlisted,26452,5,0,5
2015,Enlisted,26505,12,5,7
2015,Enlisted,26537,41,23,18
2015,Enlisted,26554,16,3,13
2015,Enlisted,26624,13,5,8
2015,Enlisted,26651,10,0,10
2015,Enlisted,26726,8,0,8
2015,Enlisted,26836,10,0,10
2015,Enlisted,27028,19,4,15
2015,Enlisted,27030,9,0,9
2015,Enlisted,27103,67,15,52
2015,Enlisted,27204,8,3,5
2015,Enlisted,27217,13,6,7
2015,Enlisted,27260,13,4,9
2015,Enlisted,27264,1,0,1
2015,Enlisted,27292,15,1,14
2015,Enlisted,27320,14,3,11
2015,Enlisted,27344,15,2,13
2015,Enlisted,27360,12,5,7
2015,Enlisted,27401,28,11,17
2015,Enlisted,27504,41,12,29
2015,Enlisted,27509,32,2,30
2015,Enlisted,27515,4,2,2
2015,Enlisted,27530,27,6,21
2015,Enlisted,27549,10,2,8
2015,Enlisted,27560,83,30,53
2015,Enlisted,27573,30,5,25
2015,Enlisted,27577,21,11,10
2015,Enlisted,27581,6,2,4
2015,Enlisted,27596,2,2,0
2015,Enlisted,27607,14,12,2
2015,Enlisted,27704,22,8,14
2015,Enlisted,27803,10,4,6
2015,Enlisted,27828,4,1,3
2015,Enlisted,27830,1,0,1
2015,Enlisted,27856,10,5,5
2015,Enlisted,27870,4,3,1
2015,Enlisted,27874,4,0,4
2015,Enlisted,27886,5,2,3
2015,Enlisted,27889,13,7,6
2015,Enlisted,27892,4,1,3
2015,Enlisted,27909,4,0,4
2015,Enlisted,27932,3,1,2
2015,Enlisted,28001,15,14,1
2015,Enlisted,28012,12,4,8
2015,Enlisted,28027,39,5,34
2015,Enlisted,28043,12,1,11
2015,Enlisted,28054,27,6,21
2015,Enlisted,28086,18,2,16
2015,Enlisted,28092,5,1,4
2015,Enlisted,28110,25,1,24
2015,Enlisted,28115,2,1,1
2015,Enlisted,28147,12,3,9
2015,Enlisted,28170,15,2,13
2015,Enlisted,28208,47,17,30
2015,Enlisted,28306,43,23,20
2015,Enlisted,28310,17,10,7
2015,Enlisted,28328,12,6,6
2015,Enlisted,28334,17,7,10
2015,Enlisted,28337,8,0,8
2015,Enlisted,28345,14,5,9
2015,Enlisted,28352,34,4,30
2015,Enlisted,28359,20,12,8
2015,Enlisted,28365,7,1,6
2015,Enlisted,28371,18,2,16
2015,Enlisted,28376,29,13,16
2015,Enlisted,28377,34,9,25
2015,Enlisted,28379,26,1,25
2015,Enlisted,28382,4,3,1
2015,Enlisted,28384,15,3,12
2015,Enlisted,28387,5,2,3
2015,Enlisted,28388,10,0,10
2015,Enlisted,28401,12,4,8
2015,Enlisted,28405,21,12,9
2015,Enlisted,28439,8,0,8
2015,Enlisted,28470,6,2,4
2015,Enlisted,28472,15,5,10
2015,Enlisted,28504,17,5,12
2015,Enlisted,28518,7,2,5
2015,Enlisted,28540,11,5,6
2015,Enlisted,28560,10,3,7
2015,Enlisted,28577,2,2,0
2015,Enlisted,28580,6,2,4
2015,Enlisted,28590,31,8,23
2015,Enlisted,28601,15,4,11
2015,Enlisted,28607,20,2,18
2015,Enlisted,28621,6,1,5
2015,Enlisted,28645,8,1,7
2015,Enlisted,28655,11,2,9
2015,Enlisted,28658,8,0,8
2015,Enlisted,28659,15,2,13
2015,Enlisted,28677,1,1,0
2015,Enlisted,28681,12,3,9
2015,Enlisted,28721,26,1,25
2015,Enlisted,28726,26,4,22
2015,Enlisted,28734,15,2,13
2015,Enlisted,28752,11,2,9
2015,Enlisted,28779,10,2,8
2015,Enlisted,28806,23,9,14
2015,Enlisted,28906,4,0,4
2015,Enlisted,29006,3,1,2
2015,Enlisted,29020,19,4,15
2015,Enlisted,29044,107,22,85
2015,Enlisted,29102,2,0,2
2015,Enlisted,29108,23,3,20
2015,Enlisted,29115,6,1,5
2015,Enlisted,29138,34,4,30
2015,Enlisted,29151,8,2,6
2015,Enlisted,29161,30,2,28
2015,Enlisted,29170,43,4,39
2015,Enlisted,29201,7,7,0
2015,Enlisted,29303,11,3,8
2015,Enlisted,29325,6,1,5
2015,Enlisted,29341,24,7,17
2015,Enlisted,29360,31,5,26
2015,Enlisted,29379,34,4,30
2015,Enlisted,29385,16,2,14
2015,Enlisted,29403,25,8,17
2015,Enlisted,29418,30,5,25
2015,Enlisted,29440,4,0,4
2015,Enlisted,29461,36,9,27
2015,Enlisted,29465,28,0,28
2015,Enlisted,29483,63,10,53
2015,Enlisted,29488,13,5,8
2015,Enlisted,29506,13,4,9
2015,Enlisted,29510,6,0,6
2015,Enlisted,29512,30,5,25
2015,Enlisted,29526,16,4,12
2015,Enlisted,29532,10,3,7
2015,Enlisted,29536,11,0,11
2015,Enlisted,29544,3,1,2
2015,Enlisted,29550,11,0,11
2015,Enlisted,29556,26,5,21
2015,Enlisted,29571,19,5,14
2015,Enlisted,29574,34,8,26
2015,Enlisted,29577,11,0,11
2015,Enlisted,29605,36,5,31
2015,Enlisted,29620,21,1,20
2015,Enlisted,29625,49,11,38
2015,Enlisted,29631,22,5,17
2015,Enlisted,29641,4,0,4
2015,Enlisted,29644,36,8,28
2015,Enlisted,29646,18,2,16
2015,Enlisted,29651,34,12,22
2015,Enlisted,29653,40,4,36
2015,Enlisted,29706,2,1,1
2015,Enlisted,29715,13,2,11
2015,Enlisted,29720,18,2,16
2015,Enlisted,29732,21,1,20
2015,Enlisted,29810,8,3,5
2015,Enlisted,29812,7,1,6
2015,Enlisted,29824,30,7,23
2015,Enlisted,29829,30,7,23
2015,Enlisted,29835,15,1,14
2015,Enlisted,29906,24,6,18
2015,Enlisted,29944,6,1,5
2015,Enlisted,30014,24,3,21
2015,Enlisted,30032,19,5,14
2015,Enlisted,30040,73,22,51
2015,Enlisted,30045,15,5,10
2015,Enlisted,30046,11,5,6
2015,Enlisted,30060,98,21,77
2015,Enlisted,30069,113,30,83
2015,Enlisted,30114,24,8,16
2015,Enlisted,30125,17,1,16
2015,Enlisted,30134,26,3,23
2015,Enlisted,30144,62,21,41
2015,Enlisted,30161,22,6,16
2015,Enlisted,30162,11,1,10
2015,Enlisted,30224,20,4,16
2015,Enlisted,30233,19,4,15
2015,Enlisted,30240,17,7,10
2015,Enlisted,30241,19,2,17
2015,Enlisted,30263,32,8,24
2015,Enlisted,30294,34,10,24
2015,Enlisted,30297,38,15,23
2015,Enlisted,30336,42,13,29
2015,Enlisted,30401,11,2,9
2015,Enlisted,30427,15,7,8
2015,Enlisted,30439,38,6,32
2015,Enlisted,30461,25,7,18
2015,Enlisted,30501,18,2,16
2015,Enlisted,30577,4,2,2
2015,Enlisted,30597,1,0,1
2015,Enlisted,30635,16,5,11
2015,Enlisted,30643,18,2,16
2015,Enlisted,30655,22,2,20
2015,Enlisted,30673,14,5,9
2015,Enlisted,30680,66,18,48
2015,Enlisted,30701,48,10,38
2015,Enlisted,30720,18,2,16
2015,Enlisted,30824,6,0,6
2015,Enlisted,30830,6,0,6
2015,Enlisted,30904,54,11,43
2015,Enlisted,30905,53,11,42
2015,Enlisted,31015,18,4,14
2015,Enlisted,31021,5,2,3
2015,Enlisted,31029,35,8,27
2015,Enlisted,31040,24,1,23
2015,Enlisted,31061,18,2,16
2015,Enlisted,31211,74,17,57
2015,Enlisted,31313,10,1,9
2015,Enlisted,31314,56,21,35
2015,Enlisted,31329,7,4,3
2015,Enlisted,31406,54,16,38
2015,Enlisted,31409,22,8,14
2015,Enlisted,31416,17,4,13
2015,Enlisted,31520,3,2,1
2015,Enlisted,31533,15,1,14
2015,Enlisted,31601,12,6,6
2015,Enlisted,31701,17,0,17
2015,Enlisted,31719,1,0,1
2015,Enlisted,31792,33,4,29
2015,Enlisted,31794,5,1,4
2015,Enlisted,31901,36,10,26
2015,Enlisted,31905,10,4,6
2015,Enlisted,32055,12,5,7
2015,Enlisted,32064,17,4,13
2015,Enlisted,32084,20,2,18
2015,Enlisted,32085,1,1,0
2015,Enlisted,32086,5,5,0
2015,Enlisted,32091,133,49,84
2015,Enlisted,32114,19,4,15
2015,Enlisted,32164,6,1,5
2015,Enlisted,32177,8,0,8
2015,Enlisted,32221,168,54,114
2015,Enlisted,32311,40,14,26
2015,Enlisted,32351,22,1,21
2015,Enlisted,32406,16,8,8
2015,Enlisted,32425,14,2,12
2015,Enlisted,32428,13,3,10
2015,Enlisted,32447,18,6,12
2015,Enlisted,32514,33,14,19
2015,Enlisted,32536,11,2,9
2015,Enlisted,32609,21,5,16
2015,Enlisted,32724,7,2,5
2015,Enlisted,32727,11,5,6
2015,Enlisted,32771,23,5,18
2015,Enlisted,32806,52,28,24
2015,Enlisted,32827,13,0,13
2015,Enlisted,32924,35,14,21
2015,Enlisted,32935,36,8,28
2015,Enlisted,33020,28,7,21
2015,Enlisted,33024,3,1,2
2015,Enlisted,33025,45,10,35
2015,Enlisted,33039,2,1,1
2015,Enlisted,33092,5,2,3
2015,Enlisted,33127,72,23,49
2015,Enlisted,33315,45,6,39
2015,Enlisted,33405,25,7,18
2015,Enlisted,33406,32,6,26
2015,Enlisted,33523,19,6,13
2015,Enlisted,33563,3,0,3
2015,Enlisted,33567,1,0,1
2015,Enlisted,33606,20,5,15
2015,Enlisted,33621,2,2,0
2015,Enlisted,33711,14,5,9
2015,Enlisted,33782,94,27,67
2015,Enlisted,33811,22,7,15
2015,Enlisted,33825,2,0,2
2015,Enlisted,33830,15,6,9
2015,Enlisted,33844,12,2,10
2015,Enlisted,33859,8,1,7
2015,Enlisted,33873,5,4,1
2015,Enlisted,33880,17,4,13
2015,Enlisted,33916,8,0,8
2015,Enlisted,34142,32,7,25
2015,Enlisted,34208,11,1,10
2015,Enlisted,34221,4,0,4
2015,Enlisted,34237,18,3,15
2015,Enlisted,34266,6,1,5
2015,Enlisted,34429,34,4,30
2015,Enlisted,34474,27,20,7
2015,Enlisted,34604,6,3,3
2015,Enlisted,34748,13,11,2
2015,Enlisted,34947,20,0,20
2015,Enlisted,35010,20,3,17
2015,Enlisted,35016,3,1,2
2015,Enlisted,35040,13,0,13
2015,Enlisted,35042,17,4,13
2015,Enlisted,35055,21,3,18
2015,Enlisted,35072,11,1,10
2015,Enlisted,35121,26,6,20
2015,Enlisted,35124,24,5,19
2015,Enlisted,35146,7,0,7
2015,Enlisted,35150,3,0,3
2015,Enlisted,35161,45,14,31
2015,Enlisted,35178,6,4,2
2015,Enlisted,35209,28,5,23
2015,Enlisted,35217,44,6,38
2015,Enlisted,35259,8,0,8
2015,Enlisted,35405,19,8,11
2015,Enlisted,35442,8,1,7
2015,Enlisted,35476,13,0,13
2015,Enlisted,35501,15,3,12
2015,Enlisted,35555,18,2,16
2015,Enlisted,35565,26,4,22
2015,Enlisted,35592,3,1,2
2015,Enlisted,35594,10,0,10
2015,Enlisted,35601,26,6,20
2015,Enlisted,35613,22,1,21
2015,Enlisted,35630,29,6,23
2015,Enlisted,35660,19,4,15
2015,Enlisted,35710,11,5,6
2015,Enlisted,35768,19,1,18
2015,Enlisted,35803,22,4,18
2015,Enlisted,35805,39,8,31
2015,Enlisted,35904,14,7,7
2015,Enlisted,35950,3,1,2
2015,Enlisted,35967,9,4,5
2015,Enlisted,36009,2,0,2
2015,Enlisted,36010,17,3,14
2015,Enlisted,36016,9,1,8
2015,Enlisted,36032,6,0,6
2015,Enlisted,36043,24,5,19
2015,Enlisted,36067,24,2,22
2015,Enlisted,36072,5,2,3
2015,Enlisted,36078,29,2,27
2015,Enlisted,36081,12,5,7
2015,Enlisted,36083,4,2,2
2015,Enlisted,36109,35,7,28
2015,Enlisted,36117,1,1,0
2015,Enlisted,36121,6,3,3
2015,Enlisted,36203,16,2,14
2015,Enlisted,36205,16,6,10
2015,Enlisted,36250,3,0,3
2015,Enlisted,36251,9,4,5
2015,Enlisted,36265,27,5,22
2015,Enlisted,36301,20,4,16
2015,Enlisted,36302,3,1,2
2015,Enlisted,36322,23,5,18
2015,Enlisted,36323,4,1,3
2015,Enlisted,36330,15,2,13
2015,Enlisted,36331,8,1,7
2015,Enlisted,36340,13,2,11
2015,Enlisted,36344,4,0,4
2015,Enlisted,36421,13,0,13
2015,Enlisted,36426,9,0,9
2015,Enlisted,36442,7,0,7
2015,Enlisted,36460,13,1,12
2015,Enlisted,36502,12,1,11
2015,Enlisted,36532,12,5,7
2015,Enlisted,36535,5,3,2
2015,Enlisted,36545,8,3,5
2015,Enlisted,36605,56,9,47
2015,Enlisted,36608,10,1,9
2015,Enlisted,36701,2,0,2
2015,Enlisted,36726,9,1,8
2015,Enlisted,36732,10,0,10
2015,Enlisted,36748,3,0,3
2015,Enlisted,36756,4,1,3
2015,Enlisted,36801,20,1,19
2015,Enlisted,36832,19,4,15
2015,Enlisted,36854,20,6,14
2015,Enlisted,36867,8,1,7
2015,Enlisted,37015,6,2,4
2015,Enlisted,37033,14,4,10
2015,Enlisted,37042,13,12,1
2015,Enlisted,37056,20,8,12
2015,Enlisted,37066,13,3,10
2015,Enlisted,37083,12,2,10
2015,Enlisted,37090,29,13,16
2015,Enlisted,37091,6,2,4
2015,Enlisted,37097,9,6,3
2015,Enlisted,37110,31,7,24
2015,Enlisted,37129,33,9,24
2015,Enlisted,37160,6,4,2
2015,Enlisted,37167,97,27,70
2015,Enlisted,37172,16,8,8
2015,Enlisted,37178,2,2,0
2015,Enlisted,37185,5,3,2
2015,Enlisted,37204,88,35,53
2015,Enlisted,37217,11,2,9
2015,Enlisted,37303,8,4,4
2015,Enlisted,37321,3,2,1
2015,Enlisted,37323,13,4,9
2015,Enlisted,37327,12,3,9
2015,Enlisted,37334,3,0,3
2015,Enlisted,37356,10,5,5
2015,Enlisted,37388,33,13,20
2015,Enlisted,37398,6,4,2
2015,Enlisted,37404,37,9,28
2015,Enlisted,37615,20,10,10
2015,Enlisted,37620,6,0,6
2015,Enlisted,37644,12,1,11
2015,Enlisted,37645,14,6,8
2015,Enlisted,37650,7,2,5
2015,Enlisted,37683,7,1,6
2015,Enlisted,37717,7,2,5
2015,Enlisted,37743,14,6,8
2015,Enlisted,37757,6,3,3
2015,Enlisted,37760,8,2,6
2015,Enlisted,37771,21,6,15
2015,Enlisted,37777,6,2,4
2015,Enlisted,37801,7,1,6
2015,Enlisted,37821,18,7,11
